id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
2944,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"Shree Laxmi Travels","Non AC Seater (2+2)","2024-08-19 21:45:00","11h 00m","2024-08-20 08:45:00",2.7,1400.00,45
2945,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"Gogte Travels","A/C Sleeper (2+1)","2024-08-19 21:45:00","11h 15m","2024-08-20 09:00:00",3.8,599.00,5
2946,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"PSR Travels Goa","A/C Sleeper (2+1)","2024-08-19 22:00:00","10h 35m","2024-08-20 08:35:00",3.6,599.00,25
2947,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"PVS Tours and Travels","A/C Seater Push Back (2+2)","2024-08-19 22:45:00","10h 00m","2024-08-20 08:45:00",3.4,3000.00,45
2948,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"PVS Tours and Travels","A/C Sleeper (2+1)","2024-08-19 22:45:00","10h 00m","2024-08-20 08:45:00",3.4,3000.00,30
2949,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)","2024-08-19 00:10:00","10h 21m","2024-08-19 10:31:00",3.3,3000.00,36
2950,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"Roshan Travels","A/C Sleeper (2+1)","2024-08-19 23:15:00","11h 05m","2024-08-20 10:20:00",2.8,712.00,21
2951,"Pune to Goa",https://www.redbus.in/bus-tickets/pune-to-goa,"VRL Travels","A/C Sleeper (2+1)","2024-08-19 23:30:00","10h 15m","2024-08-20 09:45:00",3.2,800.00,23
2952,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Kadamba Transport Corporation Limited (KTCL) - 89820","A/C Sleeper (2+1)","2024-08-19 19:00:00","12h 00m","2024-08-20 07:00:00",3.2,1400.00,1
2953,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Gobus","VE A/C Sleeper (2+1)","2024-08-19 22:30:00","10h 40m","2024-08-20 09:10:00",4.8,1699.00,5
2954,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Gobus","VE A/C Sleeper (2+1)","2024-08-19 21:32:00","08h 50m","2024-08-20 06:22:00",4.7,1699.00,1
2955,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Ashray Travels","Bharat Benz A/C Sleeper (2+1)","2024-08-19 22:30:00","11h 30m","2024-08-20 10:00:00",4.5,1690.00,13
2956,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Zingbus Plus","Bharat Benz A/C Sleeper (2+1)","2024-08-19 18:10:00","11h 10m","2024-08-20 05:20:00",4.5,1682.00,2
2957,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Ashray Travels","Non A/C Seater / Sleeper (2+1)","2024-08-19 20:00:00","10h 30m","2024-08-20 06:30:00",4.4,899.00,15
2958,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 21:00:00","10h 05m","2024-08-20 07:05:00",4.4,1965.00,7
2959,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","Bharat Benz A/C Sleeper (2+1)","2024-08-19 21:30:00","10h 00m","2024-08-20 07:30:00",4.3,2071.00,5
2960,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 18:30:00","10h 55m","2024-08-20 05:25:00",4.4,2070.00,3
2961,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 19:30:00","10h 05m","2024-08-20 05:35:00",4.4,2134.00,3
2962,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Sangitam Travels Tanzanite","A/C Sleeper (2+1)","2024-08-19 21:00:00","10h 30m","2024-08-20 07:30:00",4.2,1505.00,10
2963,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Rajdhani Travels Corporation","VE A/C Sleeper (2+1)","2024-08-19 18:00:00","12h 10m","2024-08-20 06:10:00",4.4,1799.00,2
2964,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Prasanna - Purple Bus","Volvo A/C Sleeper (2+1)","2024-08-19 18:00:00","12h 15m","2024-08-20 06:15:00",4.2,1521.00,2
2965,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 21:05:00","10h 40m","2024-08-20 07:45:00",4.3,1637.00,23
2966,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels(M.Dev)","A/C Sleeper (2+1)","2024-08-19 22:00:00","09h 45m","2024-08-20 07:45:00",4.3,1899.00,1
2967,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Ashray Grand","Volvo Multi-Axle A/C Sleeper (2+1)","2024-08-19 22:00:00","11h 30m","2024-08-20 09:30:00",4,1770.00,10
2968,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Prasanna Purple Big Bus","VE A/C Sleeper (2+1)","2024-08-19 22:00:00","09h 30m","2024-08-20 07:30:00",4.1,1377.00,3
2969,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 19:40:00","10h 30m","2024-08-20 06:10:00",4.2,1566.00,17
2970,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Laxmi Queen Prime","A/C Sleeper (2+1)","2024-08-19 19:30:00","11h 00m","2024-08-20 06:30:00",4.1,1499.00,1
2971,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Amrutyog Travels","A/C Sleeper (2+1)","2024-08-19 19:00:00","11h 22m","2024-08-20 06:22:00",4.1,1399.00,18
2972,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Prasanna - Purple Bus","VE A/C Sleeper (2+1)","2024-08-19 17:00:00","12h 00m","2024-08-20 05:00:00",4,1548.00,5
2973,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Ashray Travels","Volvo Multi-Axle A/C Sleeper (2+1)","2024-08-19 21:00:00","10h 15m","2024-08-20 07:15:00",3.9,1500.00,16
2974,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Laxmi-Princess Nova","Non A/C Seater / Sleeper (2+1)","2024-08-19 19:00:00","11h 30m","2024-08-20 06:30:00",4,999.00,5
2975,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Gobus","NON A/C Sleeper (2+1)","2024-08-19 20:01:00","10h 30m","2024-08-20 06:31:00",4.3,1450.00,1
2976,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","Bharat Benz A/C Sleeper (2+1)","2024-08-19 22:30:00","10h 55m","2024-08-20 09:25:00",3.9,1887.00,12
2977,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Laxmi Queen Asta","A/C Sleeper (2+1)","2024-08-19 20:30:00","10h 30m","2024-08-20 07:00:00",4,1499.00,2
2978,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 17:30:00","11h 30m","2024-08-20 05:00:00",3.7,1599.00,3
2979,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"National Travels,Goa","NON A/C Sleeper (2+1)","2024-08-19 19:00:00","11h 20m","2024-08-20 06:20:00",4.4,1099.00,3
2980,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Shreyas)","Bharat Benz A/C Sleeper (2+1)","2024-08-19 20:03:00","09h 45m","2024-08-20 05:48:00",3.9,1550.00,1
2981,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"PSR Travels Goa","A/C Sleeper (2+1)","2024-08-19 19:15:00","10h 45m","2024-08-20 06:00:00",3.8,1499.00,9
2982,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Giroba Travels (ST.Christopher)","NON A/C Airbus (2+2)","2024-08-19 18:00:00","11h 30m","2024-08-20 05:30:00",3.9,854.00,8
2983,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"VAILANKANNI TRAVELS","VE A/C Sleeper (2+1)","2024-08-19 18:30:00","12h 25m","2024-08-20 06:55:00",3.6,1600.00,12
2984,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 16:10:00","10h 20m","2024-08-20 02:30:00",3.9,1599.00,1
2985,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Dolphin)","AC Sleeper (2+1)","2024-08-19 18:30:00","11h 00m","2024-08-20 05:30:00",3.7,1499.00,15
2986,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Unity)","A/C Sleeper (2+1)","2024-08-19 20:00:00","10h 30m","2024-08-20 06:30:00",3.8,1599.00,3
2987,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 20:00:00","10h 15m","2024-08-20 06:15:00",3.8,1680.00,9
2988,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"PSR Travels (Vaibhav)","A/C Sleeper (2+1)","2024-08-19 22:30:00","09h 00m","2024-08-20 07:30:00",3.3,1849.00,21
2989,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Vaibhav)","A/C Sleeper (2+1)","2024-08-19 22:31:00","10h 00m","2024-08-20 08:31:00",2.7,1999.00,17
2990,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Jolly Tours and Travels","A/C Sleeper (2+1)","2024-08-19 18:30:00","11h 15m","2024-08-20 05:45:00",3.5,2725.00,1
2991,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels(GTA)","A/C Sleeper (2+1)","2024-08-19 19:00:00","11h 00m","2024-08-20 06:00:00",4.2,1699.00,9
2992,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 16:30:00","11h 55m","2024-08-20 04:25:00",3.9,1499.00,6
2993,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"PSR Travels Goa","A/C Sleeper (2+1)","2024-08-19 21:15:00","09h 15m","2024-08-20 06:30:00",3.6,1799.00,28
2994,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Sai Travels - Shree Sai","NON A/C Push Back (2+2)","2024-08-19 17:30:00","11h 30m","2024-08-20 05:00:00",3.2,5000.00,45
2995,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Manish Travels","NON A/C Seater (2+2)","2024-08-19 16:45:00","12h 50m","2024-08-20 05:35:00",2.8,900.00,17
2996,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Anand Travels","NON A/C Sleeper (2+1)","2024-08-19 18:00:00","10h 00m","2024-08-20 04:00:00",2.8,1179.00,1
2997,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Giroba Travels (Kelkar)","Non A/C Seater / Sleeper (2+1)","2024-08-19 17:45:00","11h 45m","2024-08-20 05:30:00",4.8,999.00,7
2998,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"Manish Travels","A/C Sleeper (2+1)","2024-08-19 18:00:00","11h 30m","2024-08-20 05:30:00",2.7,1599.00,22
2999,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"VRL Travels","A/C Sleeper (2+1)","2024-08-19 19:30:00","10h 00m","2024-08-20 05:30:00",3.9,1200.00,4
3000,"Goa to Pune",https://www.redbus.in/bus-tickets/goa-to-pune,"VRL Travels","A/C Sleeper (2+1)","2024-08-19 20:00:00","11h 00m","2024-08-20 07:00:00",4,1500.00,8
3001,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 97386","Volvo AC Seater Pushback 2+2","2024-08-19 17:05:00","12h 55m","2024-08-20 06:00:00",3.8,800.00,27
3002,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Zingbus Plus","Bharat Benz A/C Sleeper (2+1)","2024-08-19 17:00:00","17h 00m","2024-08-20 10:00:00",4.4,613.00,4
3003,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 18:00:00","17h 10m","2024-08-20 11:10:00",4.5,651.00,13
3004,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"AdNaik Tours And Travels","NON A/C Sleeper (2+1)","2024-08-19 16:15:00","14h 15m","2024-08-20 06:30:00",3.5,600.00,23
3005,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 17:00:00","16h 10m","2024-08-20 09:10:00",4.4,599.00,11
3006,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 19:35:00","14h 15m","2024-08-20 09:50:00",4.4,676.00,10
3007,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 17:15:00","15h 05m","2024-08-20 08:20:00",4.3,599.00,11
3008,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"AdVaibhav travels","A/C Sleeper (2+1)","2024-08-19 18:00:00","18h 00m","2024-08-20 12:00:00",3.7,555.00,26
3009,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Rajdhani Travels Corporation","VE A/C Sleeper (2+1)","2024-08-19 19:55:00","13h 40m","2024-08-20 09:35:00",4.3,799.00,19
3010,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 20:00:00","17h 10m","2024-08-20 13:10:00",4.5,579.00,19
3011,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (38)","Bharat Benz A/C Sleeper (2+1)","2024-08-19 16:10:00","16h 20m","2024-08-20 08:30:00",4.2,760.00,14
3012,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (37)","Bharat Benz A/C Sleeper (2+1)","2024-08-19 16:05:00","14h 25m","2024-08-20 06:30:00",4.1,760.00,8
3013,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Konkan Travels National","NON A/C Sleeper (2+1)","2024-08-19 19:25:00","14h 20m","2024-08-20 09:45:00",4,508.00,11
3014,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"GANESH PRASAD TRAVELS","NON A/C Seater (2+2)","2024-08-19 20:00:00","13h 55m","2024-08-20 09:55:00",0,2500.00,49
3015,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"GANESH PRASAD TRAVELS","A/C Seater (2+2)","2024-08-19 21:00:00","13h 55m","2024-08-20 10:55:00",0,2500.00,49
3016,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Konkan Travels National","A/C Sleeper (2+1)","2024-08-19 18:00:00","16h 55m","2024-08-20 10:55:00",3.9,554.00,17
3017,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (40)","A/C Sleeper (2+1)","2024-08-19 20:45:00","17h 15m","2024-08-20 14:00:00",3.7,810.00,17
3018,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Global Travel Agency (GTA)","A/C Sleeper (2+1)","2024-08-19 17:50:00","17h 45m","2024-08-20 11:35:00",3.8,670.00,19
3019,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Mascot Travels(M.Dev)","A/C Sleeper (2+1)","2024-08-19 19:00:00","17h 00m","2024-08-20 12:00:00",4.4,539.00,15
3020,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Jolly Tours and Travels","VE A/C Sleeper (2+1)","2024-08-19 18:35:00","12h 30m","2024-08-20 07:05:00",4.1,990.00,10
3021,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Abhishek Vishal Travels (Samarth)","A/C Sleeper (2+1)","2024-08-19 16:50:00","16h 50m","2024-08-20 09:40:00",3.5,650.00,19
3022,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (39)","A/C Sleeper (2+1)","2024-08-19 16:30:00","16h 45m","2024-08-20 09:15:00",3.2,710.00,20
3023,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Mascot Travels(M.Dev)","A/C Sleeper (2+1)","2024-08-19 17:30:00","17h 15m","2024-08-20 10:45:00",3.8,585.00,22
3024,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Anand Travels","NON A/C Sleeper (2+1)","2024-08-19 16:50:00","16h 40m","2024-08-20 09:30:00",3.1,509.00,19
3025,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubham Saijyoti Travels","A/C Sleeper (2+1)","2024-08-19 21:55:00","14h 05m","2024-08-20 12:00:00",3.7,601.00,13
3026,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Manish Travels","NON A/C Hi-Tech (2+2)","2024-08-19 16:10:00","15h 20m","2024-08-20 07:30:00",2.4,475.00,31
3027,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Naik Travels (Syndicate)","NON A/C Sleeper (2+1)","2024-08-19 19:30:00","13h 30m","2024-08-20 09:00:00",3.3,700.00,26
3028,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Konkan Travels Mujawar","NON A/C Sleeper (2+1)","2024-08-19 18:50:00","16h 55m","2024-08-20 11:45:00",3.5,508.00,16
3029,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Global Travel Agency (GTA)","A/C Sleeper (2+1)","2024-08-19 17:00:00","17h 45m","2024-08-20 10:45:00",3.5,700.00,22
3030,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Sanvi Travels - Shree","A/C Sleeper (2+1)","2024-08-19 17:00:00","16h 30m","2024-08-20 09:30:00",3.3,750.00,14
3031,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Abhishek Vishal Travels","NON A/C Push Back (2+2)","2024-08-19 16:10:00","15h 00m","2024-08-20 07:10:00",3.2,500.00,17
3032,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Roshan Travels","Benz A/C Sleeper (2+1)","2024-08-19 18:45:00","17h 00m","2024-08-20 11:45:00",2.7,664.00,21
3033,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Travels","A/C Sleeper (2+1)","2024-08-19 17:15:00","15h 00m","2024-08-20 08:15:00",5,700.00,12
3034,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Jolly Tours and Travels","A/C Sleeper (2+1)","2024-08-19 18:30:00","12h 35m","2024-08-20 07:05:00",2.7,625.00,16
3035,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Sanvi Travels - Shree","A/C Sleeper (2+1)","2024-08-19 17:10:00","16h 30m","2024-08-20 09:40:00",3.7,750.00,10
3036,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Roshan Travels","A/C Sleeper (2+1)","2024-08-19 17:30:00","16h 30m","2024-08-20 10:00:00",1.4,647.00,20
3037,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"PVS Tours and Travels","A/C Seater Push Back (2+2)","2024-08-19 18:35:00","14h 10m","2024-08-20 08:45:00",3.4,3000.00,45
3038,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"PVS Tours and Travels","A/C Sleeper (2+1)","2024-08-19 18:35:00","14h 10m","2024-08-20 08:45:00",3.4,3000.00,30
3039,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)","2024-08-19 16:46:00","17h 45m","2024-08-20 10:31:00",3.3,3000.00,36
3040,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Roshan Travels","A/C Sleeper (2+1)","2024-08-19 16:30:00","17h 50m","2024-08-20 10:20:00",2.8,693.00,20
3041,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Manish Travels","A/C Sleeper (2+1)","2024-08-19 17:00:00","16h 15m","2024-08-20 09:15:00",2.6,613.00,13
3042,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Manish Travels","A/C Sleeper (2+1)","2024-08-19 17:15:00","16h 15m","2024-08-20 09:30:00",2.6,613.00,19
3043,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Kadamba Transport Corporation Limited (KTCL) - 116186","Volvo AC Seater 2+2","2024-08-19 18:30:00","13h 30m","2024-08-20 08:00:00",3.9,1500.00,5
3044,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 19:30:00","14h 10m","2024-08-20 09:40:00",4.6,2134.00,3
3045,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 20:35:00","16h 50m","2024-08-20 13:25:00",4.6,1584.00,23
3046,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"AdNaik Tours And Travels","NON A/C Sleeper (2+1)","2024-08-19 16:20:00","14h 25m","2024-08-20 06:45:00",4.6,1425.00,3
3047,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","Bharat Benz A/C Sleeper (2+1)","2024-08-19 18:10:00","14h 55m","2024-08-20 09:05:00",4.4,1625.00,2
3048,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","VE A/C Sleeper (2+1)","2024-08-19 19:40:00","15h 05m","2024-08-20 10:45:00",4.4,1682.00,17
3049,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 18:30:00","14h 30m","2024-08-20 09:00:00",4.3,2070.00,3
3050,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 21:00:00","14h 20m","2024-08-20 11:20:00",4.3,1965.00,7
3051,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 16:10:00","14h 35m","2024-08-20 06:45:00",4.3,1599.00,1
3052,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Rajdhani Travels Corporation","VE A/C Sleeper (2+1)","2024-08-19 19:30:00","12h 40m","2024-08-20 08:10:00",4.3,1799.00,2
3053,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(M.Dev)","A/C Sleeper (2+1)","2024-08-19 22:00:00","13h 50m","2024-08-20 11:50:00",4.1,1899.00,1
3054,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 17:30:00","15h 55m","2024-08-20 09:25:00",4.1,1599.00,3
3055,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Unity)","A/C Sleeper (2+1)","2024-08-19 20:00:00","14h 35m","2024-08-20 10:35:00",4.1,1599.00,3
3056,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"National Travels,Goa","A/C Sleeper (2+1)","2024-08-19 19:30:00","15h 00m","2024-08-20 10:30:00",4.1,1599.00,1
3057,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"VAILANKANNI TRAVELS","VE A/C Sleeper (2+1)","2024-08-19 20:40:00","12h 50m","2024-08-20 09:30:00",3.9,1600.00,15
3058,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(M.Dev)","A/C Sleeper (2+1)","2024-08-19 21:02:00","13h 55m","2024-08-20 10:57:00",4.2,1699.00,13
3059,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"PSR Travels (Vaibhav)","A/C Sleeper (2+1)","2024-08-19 22:30:00","14h 00m","2024-08-20 12:30:00",3.8,1849.00,21
3060,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","AC Sleeper (2+1)","2024-08-19 18:30:00","16h 00m","2024-08-20 10:30:00",3.6,1499.00,15
3061,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Vishal)","Non AC Seater (2+2)","2024-08-19 18:10:00","15h 10m","2024-08-20 09:20:00",3.7,899.00,19
3062,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-19 20:00:00","14h 20m","2024-08-20 10:20:00",3.9,1680.00,8
3063,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(GTA)","A/C Sleeper (2+1)","2024-08-19 19:00:00","14h 35m","2024-08-20 09:35:00",3.6,1699.00,9
3064,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-19 16:30:00","15h 20m","2024-08-20 07:50:00",3.6,1499.00,6
3065,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Vaibhav)","A/C Sleeper (2+1)","2024-08-19 22:31:00","14h 10m","2024-08-20 12:41:00",3.5,1999.00,17
3066,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Jolly Tours and Travels","A/C Sleeper (2+1)","2024-08-19 19:25:00","12h 05m","2024-08-20 07:30:00",2.5,2725.00,1
3067,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Anand Travels","NON A/C Sleeper (2+1)","2024-08-19 19:30:00","12h 00m","2024-08-20 07:30:00",3,1179.00,1
3068,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Giroba Travels (Shree)","A/C Sleeper (2+1)","2024-08-19 18:01:00","13h 09m","2024-08-20 07:10:00",3.5,1300.00,19
3069,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Manish Travels","A/C Sleeper (2+1)","2024-08-19 19:30:00","14h 00m","2024-08-20 09:30:00",2.7,1599.00,22
