id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
1,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 97","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 16:02:00","08h 48m","2024-08-20 00:50:00",3,567.00,3
2,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 171","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 16:16:00","09h 04m","2024-08-20 01:20:00",3.3,640.00,18
3,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 553","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 16:45:00","08h 40m","2024-08-20 01:25:00",3.1,640.00,3
4,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 51","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 19:04:00","09h 20m","2024-08-20 04:24:00",4.4,640.00,23
5,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 789","Super Fast Non AC Seater (2+3)","2024-08-19 20:00:00","08h 25m","2024-08-20 04:25:00",3.6,473.00,20
6,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1585","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 20:31:00","09h 05m","2024-08-20 05:36:00",4.1,640.00,30
7,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1586","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 21:31:00","09h 05m","2024-08-20 06:36:00",3.4,640.00,32
8,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 2133","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 22:12:00","09h 24m","2024-08-20 07:36:00",3.8,640.00,33
9,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 2063","SWIFT-GARUDA A/C SEATER BUS","2024-08-19 22:32:00","09h 03m","2024-08-20 07:35:00",3.6,627.00,12
10,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 574","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 23:00:00","10h 30m","2024-08-20 09:30:00",4.1,469.00,36
11,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 583","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 23:30:00","10h 05m","2024-08-20 09:35:00",3.4,469.00,33
12,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 56","SWIFT-GARUDA A/C SEATER BUS","2024-08-19 23:41:00","09h 24m","2024-08-20 09:05:00",3.5,627.00,26
13,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1064","Super Fast Non AC Seater (2+3)","2024-08-19 23:45:00","10h 05m","2024-08-20 09:50:00",3.4,432.00,48
14,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-08-19 22:30:00","09h 00m","2024-08-20 07:30:00",4.4,700.00,20
15,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"SAAM BUS","VE A/C Sleeper (2+1)","2024-08-19 20:10:00","10h 35m","2024-08-20 06:45:00",4.5,850.00,12
16,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-08-19 23:00:00","10h 00m","2024-08-20 09:00:00",4.2,599.00,30
17,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"AdSuraj Holidays","VE A/C Sleeper (2+1)","2024-08-19 22:30:00","09h 00m","2024-08-20 07:30:00",3.8,900.00,18
18,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Silver Line Travels","NON A/C Semi Sleeper (2+2)","2024-08-19 22:00:00","08h 10m","2024-08-20 06:10:00",4.5,599.00,23
19,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","VE A/C Sleeper (2+1)","2024-08-19 22:45:00","08h 45m","2024-08-20 07:30:00",4.2,1000.00,21
20,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","A/C Sleeper (2+1)","2024-08-19 19:15:00","11h 15m","2024-08-20 06:30:00",4.4,950.00,17
21,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"DLT BUS","A/C Sleeper (2+1)","2024-08-19 22:30:00","09h 00m","2024-08-20 07:30:00",3.9,899.00,15
22,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-08-19 21:45:00","08h 25m","2024-08-20 06:10:00",4.3,700.00,23
23,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","2024-08-19 21:00:00","08h 30m","2024-08-20 05:30:00",4,899.00,14
24,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-08-19 22:15:00","08h 15m","2024-08-20 06:30:00",3.9,750.00,13
25,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"National travels and logistics","NON A/C Sleeper (2+1)","2024-08-19 22:45:00","07h 45m","2024-08-20 06:30:00",3.8,649.00,16
26,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"SKS Tours & Travels","A/C Sleeper (2+1)","2024-08-19 21:15:00","08h 30m","2024-08-20 05:45:00",4.3,849.00,18
27,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-08-19 22:00:00","09h 05m","2024-08-20 07:05:00",3.3,800.00,7
28,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Sam Tourist","NON AC Seater / Sleeper 2+1","2024-08-19 22:05:00","09h 00m","2024-08-20 07:05:00",3.4,599.00,27
29,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kalpaka Travels","NON A/C Semi Sleeper (2+2)","2024-08-19 22:00:00","08h 30m","2024-08-20 06:30:00",3.1,700.00,18
30,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","Non A/C Seater / Sleeper (2+1)","2024-08-19 21:00:00","09h 45m","2024-08-20 06:45:00",2.7,600.00,32
31,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"DA Transports","A/C Sleeper (2+1)","2024-08-19 21:45:00","09h 15m","2024-08-20 07:00:00",3.4,648.00,26
32,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-08-19 21:45:00","09h 15m","2024-08-20 07:00:00",3.1,600.00,26
33,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-08-19 22:30:00","08h 00m","2024-08-20 06:30:00",1,650.00,29
34,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"National travels and logistics","A/C Sleeper (2+1)","2024-08-19 22:45:00","08h 15m","2024-08-20 07:00:00",2.2,845.00,21
35,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Suraj Holidays","NON AC Seater / Sleeper 2+1","2024-08-19 20:30:00","09h 30m","2024-08-20 06:00:00",3.3,700.00,19
36,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","NON A/C Seater / Sleeper (3+1)","2024-08-19 21:30:00","08h 30m","2024-08-20 06:00:00",3.8,740.00,32
37,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","Non A/C Seater / Sleeper (2+1)","2024-08-19 19:15:00","10h 00m","2024-08-20 05:15:00",3.5,700.00,23
38,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"LEGEND HOLIDAYS","Bharat Benz A/C Semi Sleeper (2+2)","2024-08-19 21:20:00","08h 40m","2024-08-20 06:00:00",0,599.00,29
39,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Vijay Lines","A/C Seater / Sleeper (2+1)","2024-08-19 20:45:00","10h 45m","2024-08-20 07:30:00",2.9,599.00,29
40,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1883","Low Floor AC Seater 2+2","2024-08-19 16:30:00","05h 39m","2024-08-19 22:09:00",3.1,383.00,10
41,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 503","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 17:42:00","04h 18m","2024-08-19 22:00:00",2.1,309.00,14
42,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 556","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 18:00:00","04h 50m","2024-08-19 22:50:00",1.7,309.00,5
43,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1872","Low Floor AC Seater 2+2","2024-08-19 18:30:00","05h 14m","2024-08-19 23:44:00",3.4,383.00,13
44,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 467","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 19:55:00","04h 40m","2024-08-20 00:35:00",2.2,309.00,26
45,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 564","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 20:12:00","04h 39m","2024-08-20 00:51:00",3.7,309.00,17
46,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 46","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 20:25:00","04h 36m","2024-08-20 01:01:00",3,309.00,8
47,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2393","Low Floor AC Seater 2+2","2024-08-19 20:30:00","05h 14m","2024-08-20 01:44:00",4.3,383.00,26
48,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 827","Super Fast Non AC Seater (2+3)","2024-08-19 21:00:00","05h 35m","2024-08-20 02:35:00",4.2,269.00,46
49,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 531","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 21:15:00","03h 55m","2024-08-20 01:10:00",3.3,309.00,10
50,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 21:25:00","04h 40m","2024-08-20 02:05:00",3,309.00,3
51,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 700","Super Fast Non AC Seater (2+3)","2024-08-19 22:15:00","05h 34m","2024-08-20 03:49:00",2.7,255.00,30
52,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 666","Super Fast Non AC Seater (2+3)","2024-08-19 22:25:00","05h 54m","2024-08-20 04:19:00",3.2,269.00,41
53,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1841","Low Floor AC Seater 2+2","2024-08-19 22:30:00","05h 10m","2024-08-20 03:40:00",3.4,383.00,14
54,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 22:40:00","05h 00m","2024-08-20 03:40:00",3,288.00,6
55,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1704","Super Fast Non AC Seater (2+3)","2024-08-19 22:40:00","05h 10m","2024-08-20 03:50:00",3,255.00,39
56,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1011","Super Fast Non AC Seater (2+3)","2024-08-19 23:00:00","05h 30m","2024-08-20 04:30:00",3,261.00,16
57,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 279","Super Fast Non AC Seater (2+3)","2024-08-19 23:05:00","05h 35m","2024-08-20 04:40:00",3.6,269.00,37
58,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","NON A/C Semi Sleeper (2+2)","2024-08-19 21:00:00","04h 30m","2024-08-20 01:30:00",4.2,450.00,17
59,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-08-19 22:15:00","03h 30m","2024-08-20 01:45:00",4.1,600.00,10
60,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-08-19 22:30:00","02h 59m","2024-08-20 01:29:00",3.4,750.00,20
61,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-08-19 23:30:00","04h 59m","2024-08-20 04:29:00",4.2,700.00,14
62,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)","2024-08-19 23:30:00","03h 40m","2024-08-20 03:10:00",3.9,899.00,16
63,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)","2024-08-19 23:30:00","03h 05m","2024-08-20 02:35:00",4.2,899.00,13
64,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Semi Sleeper (2+2)","2024-08-19 23:30:00","03h 05m","2024-08-20 02:35:00",3.9,699.00,7
65,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Sonia Travels","A/C Semi Sleeper (2+2)","2024-08-19 23:45:00","03h 45m","2024-08-20 03:30:00",4.2,600.00,13
66,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Surya Connect","Volvo A/C Semi Sleeper (2+2)","2024-08-19 23:55:00","05h 20m","2024-08-20 05:15:00",4.7,630.00,8
67,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"UFO Bus","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-08-19 23:55:00","05h 35m","2024-08-20 05:30:00",3.6,630.00,1
68,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Cochin Express","A/C Sleeper (2+1)","2024-08-19 23:59:00","05h 46m","2024-08-20 05:45:00",4.1,850.00,3
69,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-08-19 23:59:00","06h 16m","2024-08-20 06:15:00",3.2,700.00,2
70,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-08-19 20:05:00","03h 54m","2024-08-19 23:59:00",2.8,600.00,26
71,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Galaxy Tours","2+1 Air Suspension A/C Seater / Sleeper","2024-08-19 21:45:00","04h 15m","2024-08-20 02:00:00",2.9,700.00,17
72,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Galaxy Tours","A/C Semi Sleeper (2+2)","2024-08-19 21:45:00","04h 16m","2024-08-20 02:01:00",2.9,800.00,20
73,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)","2024-08-19 21:55:00","04h 45m","2024-08-20 02:40:00",2.7,900.00,11
74,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Shajees Motors","A/C Semi Sleeper (2+2)","2024-08-19 22:30:00","04h 35m","2024-08-20 03:05:00",2.6,630.00,10
75,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)","2024-08-19 23:05:00","04h 10m","2024-08-20 03:15:00",2.8,949.00,11
76,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kalpaka Travels 1","A/C Semi Sleeper (2+2)","2024-08-19 23:59:00","05h 01m","2024-08-20 05:00:00",2.4,600.00,20
77,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","A/C Sleeper (2+1)","2024-08-19 21:55:00","04h 45m","2024-08-20 02:40:00",3.1,1300.00,20
78,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"BLM Transports","A/C Sleeper (2+1)","2024-08-19 22:00:00","04h 45m","2024-08-20 02:45:00",4.3,1102.00,6
79,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Sleeper (2+1)","2024-08-19 22:20:00","04h 15m","2024-08-20 02:35:00",3.9,999.00,2
80,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-08-19 23:30:00","03h 45m","2024-08-20 03:15:00",3.2,1000.00,19
81,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-08-19 23:15:00","03h 55m","2024-08-20 03:10:00",1.8,1000.00,23
82,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Arya Travels","A/C Sleeper (2+1)","2024-08-19 23:59:00","05h 31m","2024-08-20 05:30:00",2.9,999.00,16
83,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-08-19 21:30:00","08h 30m","2024-08-20 06:00:00",4.4,2299.00,17
84,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"DLT BUS","A/C Sleeper (2+1)","2024-08-19 21:45:00","08h 45m","2024-08-20 06:30:00",4.2,2799.00,13
85,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"National travels and logistics","NON A/C Sleeper (2+1)","2024-08-19 20:45:00","09h 30m","2024-08-20 06:15:00",4.1,1990.00,1
86,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SAAM BUS","VE A/C Sleeper (2+1)","2024-08-19 20:30:00","09h 45m","2024-08-20 06:15:00",4.2,1850.00,1
87,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-08-19 20:45:00","09h 15m","2024-08-20 06:00:00",3.2,1699.00,11
88,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Bharathi Travels","A/C Sleeper (2+1)","2024-08-19 15:00:00","08h 30m","2024-08-19 23:30:00",2.9,1400.00,2
89,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-08-19 15:00:00","08h 10m","2024-08-19 23:10:00",3.5,1000.00,20
90,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Sam Tourist","Non A/C Seater / Sleeper (2+1)","2024-08-19 21:30:00","09h 00m","2024-08-20 06:30:00",3.2,1699.00,27
91,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-08-19 21:00:00","09h 15m","2024-08-20 06:15:00",3.1,1499.00,21
92,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Ravina Travels (Regd)","A/C Sleeper (2+1)","2024-08-19 14:55:00","08h 40m","2024-08-19 23:35:00",2.9,1349.00,16
93,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SAAM BUS","A/C Seater (2+2)","2024-08-19 20:30:00","09h 45m","2024-08-20 06:15:00",4.2,1650.00,11
94,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2711","Super Fast Non AC Seater (2+3)","2024-08-19 16:00:00","05h 30m","2024-08-19 21:30:00",2.8,269.00,46
95,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 765","Super Fast Non AC Seater (2+3)","2024-08-19 16:30:00","05h 50m","2024-08-19 22:20:00",2.8,269.00,50
96,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2819","Super Fast Non AC Seater (2+3)","2024-08-19 16:55:00","05h 20m","2024-08-19 22:15:00",2.8,269.00,43
97,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 833","Super Fast Non AC Seater (2+3)","2024-08-19 17:00:00","05h 15m","2024-08-19 22:15:00",3.5,230.00,50
98,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 723","Super Fast Non AC Seater (2+3)","2024-08-19 17:10:00","05h 35m","2024-08-19 22:45:00",3.6,269.00,50
99,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2572","Super Fast Non AC Seater (2+3)","2024-08-19 17:10:00","06h 40m","2024-08-19 23:50:00",2.8,261.00,42
100,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 74","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 17:15:00","04h 40m","2024-08-19 21:55:00",3.1,401.00,27
101,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2569","Super Fast Non AC Seater (2+3)","2024-08-19 18:00:00","06h 35m","2024-08-20 00:35:00",2.8,261.00,43
102,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 549","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 18:05:00","04h 10m","2024-08-19 22:15:00",3.2,401.00,19
103,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 665","Super Fast Non AC Seater (2+3)","2024-08-19 18:20:00","05h 55m","2024-08-20 00:15:00",2.8,269.00,48
104,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 699","Super Fast Non AC Seater (2+3)","2024-08-19 18:59:00","05h 46m","2024-08-20 00:45:00",2.8,255.00,41
105,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1703","Super Fast Non AC Seater (2+3)","2024-08-19 19:41:00","05h 44m","2024-08-20 01:25:00",2.8,255.00,49
106,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 486","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 20:05:00","04h 25m","2024-08-20 00:30:00",1.1,309.00,28
107,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2131","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 20:29:00","05h 21m","2024-08-20 01:50:00",2.8,288.00,30
108,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1882","Low Floor AC Seater 2+2","2024-08-19 21:14:00","05h 16m","2024-08-20 02:30:00",3.7,383.00,19
109,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 570","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 21:20:00","04h 25m","2024-08-20 01:45:00",2.7,309.00,37
110,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 915","Super Fast Non AC Seater (2+3)","2024-08-19 21:35:00","05h 35m","2024-08-20 03:10:00",2.8,261.00,28
111,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 352","Super Fast Non AC Seater (2+3)","2024-08-19 21:46:00","05h 24m","2024-08-20 03:10:00",4.6,269.00,43
112,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2071","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 22:10:00","04h 20m","2024-08-20 02:30:00",3.7,268.00,24
113,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1028","Super Fast Non AC Seater (2+3)","2024-08-19 22:10:00","05h 20m","2024-08-20 03:30:00",2.8,269.00,37
114,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 43","Swift Deluxe Non AC Air Bus (2+2)","2024-08-19 22:15:00","05h 06m","2024-08-20 03:21:00",3.8,309.00,15
115,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 408","Super Express Non AC Seater Air Bus (2+2)","2024-08-19 22:30:00","04h 15m","2024-08-20 02:45:00",2.8,299.00,25
